vin,latitude,longitude,updated_at,total_fuel_used,started,speed,place,kilometrage_start_of_day,kilometrage,fuel_level,city,battery_voltage,direction
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 13:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.29,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 14:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.3,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 15:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.28,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 16:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.28,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 17:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.28,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 18:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.28,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 19:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.28,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 20:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 21:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 22:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/11/2021 23:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 0:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.26,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 1:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 2:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.26,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 3:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.26,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 4:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.22,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 5:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 6:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.26,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 7:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 8:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 9:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.26,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 10:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 11:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 12:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 13:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.27,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 14:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.28,240
WAUKG78E46A840649,52.9549933,9.638065,12/12/2021 15:18,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96432,96432.16,0,Walsrode,12.28,240
WAUKG78E46A840649,52.9553433,9.6379433,12/12/2021 15:43,0,0,17,,96432,96432.2,0,,14.78,328
WAUKG78E46A840649,52.95608,9.6539516,12/12/2021 15:45,0,1,63,,96432,96433.94,0,,14.79,103
WAUKG78E46A840649,52.943835,9.6798683,12/12/2021 15:47,0,1,29,,96432,96436.2,0,,14.79,90
WAUKG78E46A840649,52.9576916,9.6999716,12/12/2021 15:49,0,1,77,"K 17, 29614 Woltem, Bostel, DE",96432,96438.37,0,Woltem,14.81,38
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 16:49,0,0,0,"27, Woltem, DE",96432,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 17:49,0,0,0,"27, Woltem, DE",96432,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 18:49,0,0,0,"27, Woltem, DE",96432,96438.62,0,Woltem,12.35,313
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 19:49,0,0,0,"27, Woltem, DE",96432,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 20:49,0,0,0,"27, Woltem, DE",96432,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 21:49,0,0,0,"27, Woltem, DE",96432,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 22:49,0,0,0,"27, Woltem, DE",96432,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/12/2021 23:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 0:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 1:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 2:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 3:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 4:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.34,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 5:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 6:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 7:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.31,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 8:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 9:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.32,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 10:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 11:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.33,313
WAUKG78E46A840649,52.9589433,9.7028383,12/13/2021 12:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.12,313
WAUKG78E46A840649,52.958975,9.7028733,12/13/2021 13:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.11,240
WAUKG78E46A840649,52.958975,9.7028733,12/13/2021 14:49,0,0,0,"27, Woltem, DE",96438,96438.62,0,Woltem,12.24,240
WAUKG78E46A840649,52.9588083,9.7020333,12/13/2021 15:27,0,1,0,"Woltem, 29614 Woltem, Bostel, DE",96438,96438.68,0,Woltem,14.56,307
WAUKG78E46A840649,52.94661,9.6901283,12/13/2021 15:29,0,1,30,"Zur Beeke 2, 29699 Walsrode, Beck, DE",96438,96440.3,0,Walsrode,14.77,244
WAUKG78E46A840649,52.9565166,9.6540516,12/13/2021 15:31,0,1,71,"B 440, 29699 Walsrode, Löverschen, DE",96438,96443.32,0,Walsrode,14.76,286
WAUKG78E46A840649,52.9551116,9.635505,12/13/2021 15:33,0,1,25,"K 129, 29699 Walsrode, Meyerhof, DE",96438,96445.05,0,Walsrode,14.64,181
WAUKG78E46A840649,52.9555266,9.6377016,12/13/2021 15:35,0,1,12,"K 129, 29699 Walsrode, Meyerhof, DE",96438,96445.34,0,Walsrode,14.7,271
WAUKG78E46A840649,52.9557116,9.637435,12/13/2021 16:35,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96438,96445.38,0,Walsrode,12.54,33
WAUKG78E46A840649,52.9557116,9.637435,12/13/2021 18:35,0,0,0,,96438,96445.38,0,,12.46,33
WAUKG78E46A840649,52.9557116,9.637435,12/13/2021 19:35,0,0,0,,96438,96445.38,0,,12.45,33
WAUKG78E46A840649,52.9557116,9.637435,12/13/2021 20:35,0,0,0,,96438,96445.38,0,,12.41,33
WAUKG78E46A840649,52.9557116,9.637435,12/13/2021 21:35,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96438,96445.38,0,Walsrode,12.42,33
WAUKG78E46A840649,52.9557116,9.637435,12/13/2021 22:35,0,0,0,,96445,96445.38,0,,12.39,33
WAUKG78E46A840649,52.9557116,9.637435,12/13/2021 23:35,0,0,0,,96445,96445.38,0,,12.4,33
WAUKG78E46A840649,52.9557116,9.637435,12/14/2021 0:35,0,0,0,,96445,96445.38,0,,12.39,33
WAUKG78E46A840649,52.9557116,9.637435,12/14/2021 1:35,0,0,0,,96445,96445.38,0,,12.38,33
WAUKG78E46A840649,52.9557116,9.637435,12/14/2021 2:35,0,0,0,,96445,96445.38,0,,12.37,33
WAUKG78E46A840649,52.9557116,9.637435,12/14/2021 3:35,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96445,96445.38,0,Walsrode,12.36,33
WAUKG78E46A840649,52.9552866,9.637445,12/14/2021 4:35,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96445,96445.38,0,Walsrode,12.22,200
WAUKG78E46A840649,52.9555583,9.6375033,12/14/2021 4:50,0,0,7,,96445,96445.41,0,,12.21,5
WAUKG78E46A840649,52.955585,9.6375066,12/14/2021 4:51,0,1,0,"K 129, 29699 Walsrode, Meyerhof, DE",96445,96445.41,0,Walsrode,12.13,0
WAUKG78E46A840649,52.955385,9.63752,12/14/2021 5:50,0,0,0,"K 129, 29699 Walsrode, Meyerhof, DE",96445,96445.42,0,Walsrode,12.23,15
WAUKG78E46A840649,52.95523,9.63756,12/14/2021 6:24,0,0,5,"K 129, 29699 Walsrode, Meyerhof, DE",96445,96445.42,0,Walsrode,11.95,302
WAUKG78E46A840649,52.91161,9.61933,12/14/2021 8:01,0,1,57,"Ahrsener Straße 11, 29699 Walsrode, DE",96445,96450.81,0,Walsrode,14.77,190
WAUKG78E46A840649,52.8880233,9.60488,12/14/2021 8:03,0,1,100,"Am Vogelpark, 29699 Walsrode, DE",96445,96453.64,0,Walsrode,14.78,218
WAUKG78E46A840649,52.87482,9.5842066,12/14/2021 8:05,0,1,58,"K 129, 29664 Walsrode, DE",96445,96455.66,0,Walsrode,14.75,231
WAUKG78E46A840649,52.8692966,9.5847483,12/14/2021 8:09,0,0,7,"Bergstraße 93, 29664 Walsrode, DE",96445,96456.38,0,Walsrode,14.76,68
WAUKG78E46A840649,52.86299,9.5876433,12/14/2021 8:11,0,0,0,"Moorstraße 83, 29664 Walsrode, DE",96445,96457.12,0,Walsrode,14.72,158
WAUKG78E46A840649,52.8537883,9.5647233,12/14/2021 8:13,0,1,95,"B 209, 29664 Walsrode, DE",96445,96459.03,0,Walsrode,14.76,244
WAUKG78E46A840649,52.8457616,9.5380883,12/14/2021 8:15,0,1,97,"B 209, 29664 Schneeheide, DE",96445,96461.04,0,Schneeheide,14.75,245
WAUKG78E46A840649,52.8338366,9.4973016,12/14/2021 8:17,0,1,101,"B 209, 29664 Kirchboitzen, Sindorf, DE",96445,96464.07,0,Kirchboitzen,14.76,244
WAUKG78E46A840649,52.820815,9.458245,12/14/2021 8:19,0,1,54,"B 209, 29664 Groß Eilstorf, DE",96445,96467.11,0,Groß Eilstorf,14.75,258
WAUKG78E46A840649,52.8068416,9.4343016,12/14/2021 8:21,0,1,107,,96445,96469.45,0,,14.74,213
WAUKG78E46A840649,52.796165,9.41446,12/14/2021 8:23,0,1,56,"B 209, 29693 Altenwahlingen, Rethemer Fähre, DE",96445,96471.33,0,Altenwahlingen,14.76,217
WAUKG78E46A840649,52.7868683,9.3887116,12/14/2021 8:25,0,1,68,"B 209, 27336 Rethem, DE",96445,96473.36,0,Rethem,14.78,245
WAUKG78E46A840649,52.7842466,9.3682583,12/14/2021 8:27,0,1,48,"Lange Straße, 27336 Rethem, DE",96445,96474.8,0,Rethem,14.76,266
WAUKG78E46A840649,52.7823433,9.30908,12/14/2021 8:29,0,1,113,"Horst, 27313 Hülsen, DE",96445,96478.83,0,Hülsen,14.72,260
WAUKG78E46A840649,52.7810883,9.2873716,12/14/2021 8:31,0,1,22,,96445,96480.52,0,,14.75,350
WAUKG78E46A840649,52.7818483,9.2854383,12/14/2021 8:33,0,1,23,"Hirtenweg 20, 27324 Hämelhausen, DE",96445,96480.95,0,Hämelhausen,14.72,117
WAUKG78E46A840649,52.7812433,9.2859533,12/14/2021 8:35,0,0,5,,96445,96481.26,0,,14.77,170
WAUKG78E46A840649,52.781195,9.284645,12/14/2021 8:37,0,0,9,"Auf den Kohlhöfen 15, 27324 Hämelhausen, DE",96445,96481.36,0,Hämelhausen,14.73,254
WAUKG78E46A840649,52.785775,9.2883933,12/14/2021 8:39,0,0,0,"Zum Schäferstall 45, 27324 Hämelhausen, DE",96445,96482.52,0,Hämelhausen,14.71,1
WAUKG78E46A840649,52.77976,9.28153,12/14/2021 8:41,0,1,24,"Am Walde 6, 27324 Hämelhausen, DE",96445,96483.44,0,Hämelhausen,14.74,230
WAUKG78E46A840649,52.7799566,9.2806383,12/14/2021 8:43,0,0,6,"Bartels Kamp 5, 27324 Hämelhausen, DE",96445,96483.63,0,Hämelhausen,14.8,196
WAUKG78E46A840649,52.7843916,9.263945,12/14/2021 8:45,0,1,8,"Dorfstraße 68, 27324 Hämelhausen, DE",96445,96485.04,0,Hämelhausen,14.81,109
WAUKG78E46A840649,52.7839483,9.2638383,12/14/2021 8:47,0,0,7,"Dorfstraße 68, 27324 Hämelhausen, DE",96445,96485.1,0,Hämelhausen,14.82,15
WAUKG78E46A840649,52.7831733,9.2418033,12/14/2021 8:49,0,1,27,"Hohenholzer Straße, 27324 Eystrup, DE",96445,96486.75,0,Eystrup,14.76,272
WAUKG78E46A840649,52.7838433,9.23977,12/14/2021 8:51,0,0,11,"Bienenweide, 27324 Eystrup, DE",96445,96487.02,0,Eystrup,14.77,355
WAUKG78E46A840649,52.7812933,9.2349333,12/14/2021 8:53,0,1,10,"L 200, 27324 Eystrup, DE",96445,96487.79,0,Eystrup,14.77,206
WAUKG78E46A840649,52.7815333,9.2358416,12/14/2021 8:56,0,0,0,"L 200, 27324 Eystrup, DE",96445,96487.89,0,Eystrup,14.77,319
WAUKG78E46A840649,52.7831383,9.2363483,12/14/2021 8:57,0,1,24,"Am Vehrenkamp 1, 27324 Eystrup, DE",96445,96488.13,0,Eystrup,14.76,357
WAUKG78E46A840649,52.78603,9.2394266,12/14/2021 8:59,0,0,5,"Holunderweg 3, 27324 Eystrup, DE",96445,96488.83,0,Eystrup,14.77,90
WAUKG78E46A840649,52.7869016,9.2366816,12/14/2021 9:00,0,1,21,,96445,96489.25,0,,14.77,347
WAUKG78E46A840649,52.7883166,9.236895,12/14/2021 9:01,0,1,26,"Auf dem Rottlande 18, 27324 Eystrup, DE",96445,96489.41,0,Eystrup,14.75,17
WAUKG78E46A840649,52.7876633,9.2366816,12/14/2021 9:03,0,0,0,"Auf dem Rottlande 9, 27324 Eystrup, DE",96445,96489.65,0,Eystrup,14.78,165
WAUKG78E46A840649,52.786675,9.2373883,12/14/2021 9:05,0,0,0,"Am Vehrenkamp 36, 27324 Eystrup, DE",96445,96489.81,0,Eystrup,14.66,79
WAUKG78E46A840649,52.7866616,9.237685,12/14/2021 9:07,0,0,0,"Am Vehrenkamp 41, 27324 Eystrup, DE",96445,96489.94,0,Eystrup,14.74,147
WAUKG78E46A840649,52.7863466,9.2375266,12/14/2021 9:09,0,0,6,"Am Vehrenkamp 45, 27324 Eystrup, DE",96445,96489.97,0,Eystrup,14.81,223
WAUKG78E46A840649,52.78386,9.2372183,12/14/2021 9:11,0,0,5,"27324 Eystrup, DE",96445,96490.28,0,Eystrup,14.76,340
WAUKG78E46A840649,52.7851683,9.2362916,12/14/2021 9:13,0,0,0,"Am Vehrenkamp 20, 27324 Eystrup, DE",96445,96490.47,0,Eystrup,14.72,309
WAUKG78E46A840649,52.7864516,9.2363483,12/14/2021 9:15,0,0,9,"Am Vehrenkamp 27B, 27324 Eystrup, DE",96445,96490.64,0,Eystrup,14.78,347
WAUKG78E46A840649,52.7844866,9.2358916,12/14/2021 9:17,0,1,10,"Am Vehrenkamp 9, 27324 Eystrup, DE",96445,96490.94,0,Eystrup,14.73,159
WAUKG78E46A840649,52.783185,9.2352283,12/14/2021 9:19,0,1,21,"Hohenholzer Straße, 27324 Eystrup, DE",96445,96491.18,0,Eystrup,14.83,307
WAUKG78E46A840649,52.7850366,9.234765,12/14/2021 9:22,0,0,7,"Breslauer Straße 17, 27324 Eystrup, DE",96445,96491.42,0,Eystrup,14.74,104
WAUKG78E46A840649,52.7846166,9.2332016,12/14/2021 9:23,0,1,20,"Laubaner Straße, 27324 Eystrup, DE",96445,96491.62,0,Eystrup,14.77,214
WAUKG78E46A840649,52.78341,9.2318566,12/14/2021 9:25,0,0,10,"Hinter der Bahn, 27324 Eystrup, DE",96445,96491.81,0,Eystrup,14.82,175
WAUKG78E46A840649,52.7863883,9.2320916,12/14/2021 9:27,0,0,11,"Alter Postweg, 27324 Eystrup, DE",96445,96492.24,0,Eystrup,14.81,58
WAUKG78E46A840649,52.7830883,9.233135,12/14/2021 9:29,0,0,11,"Hohenholzer Straße, 27324 Eystrup, DE",96445,96492.93,0,Eystrup,14.74,160
WAUKG78E46A840649,52.7801466,9.2372733,12/14/2021 9:31,0,1,22,"Schulbusweg, 27324 Eystrup, DE",96445,96494.14,0,Eystrup,14.78,97
WAUKG78E46A840649,52.7728116,9.2346933,12/14/2021 9:33,0,0,0,"Twachtstraße, 27324 Eystrup, DE",96445,96495.21,0,Eystrup,14.77,66
WAUKG78E46A840649,52.7780933,9.2377083,12/14/2021 9:35,0,1,15,"Schulbusweg, 27324 Eystrup, DE",96445,96496.06,0,Eystrup,14.76,24
WAUKG78E46A840649,52.77748,9.2305183,12/14/2021 9:37,0,1,16,"Schwarzer Weg, 27324 Eystrup, DE",96445,96497.29,0,Eystrup,14.76,210
WAUKG78E46A840649,52.777265,9.2294283,12/14/2021 9:39,0,1,11,"Schwarzer Weg, 27324 Eystrup, DE",96445,96497.42,0,Eystrup,14.76,206
WAUKG78E46A840649,52.776765,9.22955,12/14/2021 9:42,0,0,11,"Schwarzer Weg, 27324 Eystrup, DE",96445,96497.48,0,Eystrup,14.75,172
WAUKG78E46A840649,52.7765683,9.2295983,12/14/2021 9:43,0,0,0,"Schwarzer Weg, 27324 Eystrup, DE",96445,96497.5,0,Eystrup,14.75,308
WAUKG78E46A840649,52.7756916,9.2295316,12/14/2021 9:45,0,0,5,"Schwarzer Weg, 27324 Eystrup, DE",96445,96497.65,0,Eystrup,14.76,127
WAUKG78E46A840649,52.7735866,9.2306016,12/14/2021 9:48,0,0,7,,96445,96497.93,0,,14.78,304
WAUKG78E46A840649,52.7743883,9.230125,12/14/2021 9:49,0,1,29,"Ihlendiekstraße, 27324 Eystrup, DE",96445,96498.05,0,Eystrup,14.73,44
WAUKG78E46A840649,52.7737583,9.2316616,12/14/2021 9:51,0,0,6,"Ihlendiekstraße, 27324 Eystrup, DE",96445,96498.23,0,Eystrup,14.7,4
WAUKG78E46A840649,52.7775233,9.2304533,12/14/2021 9:53,0,1,17,"Schwarzer Weg, 27324 Eystrup, DE",96445,96498.83,0,Eystrup,14.8,44
WAUKG78E46A840649,52.7825316,9.224125,12/14/2021 9:55,0,1,5,"Lärchenweg, 27324 Eystrup, DE",96445,96499.92,0,Eystrup,14.49,336
WAUKG78E46A840649,52.7824383,9.2252416,12/14/2021 9:57,0,0,0,,96445,96500.01,0,,14.75,19
WAUKG78E46A840649,52.7833216,9.2296133,12/14/2021 9:59,0,1,0,"Alexanderweg 75, 27324 Eystrup, DE",96445,96500.31,0,Eystrup,14.74,274
WAUKG78E46A840649,52.7830733,9.229285,12/14/2021 10:00,0,0,0,"Alexanderweg, 27324 Eystrup, DE",96445,96500.37,0,Eystrup,14.73,161
WAUKG78E46A840649,52.783125,9.2291816,12/14/2021 10:03,0,0,7,"Alexanderweg, 27324 Eystrup, DE",96445,96500.37,0,Eystrup,14.77,342
WAUKG78E46A840649,52.77977,9.2228316,12/14/2021 10:06,0,0,9,"Soomskamp, 27324 Eystrup, DE",96445,96501.1,0,Eystrup,14.77,177
WAUKG78E46A840649,52.7793966,9.2219766,12/14/2021 10:07,0,0,11,"Dierksweide, 27324 Eystrup, DE",96445,96501.2,0,Eystrup,14.72,63
WAUKG78E46A840649,52.7811116,9.223865,12/14/2021 10:09,0,0,5,"Bahnhofstraße 53, 27324 Eystrup, DE",96445,96501.52,0,Eystrup,14.74,312
WAUKG78E46A840649,52.7805,9.2208816,12/14/2021 10:12,0,0,9,"Bahnhofstraße, 27324 Eystrup, DE",96445,96501.74,0,Eystrup,14.79,286
WAUKG78E46A840649,52.780065,9.218515,12/14/2021 10:13,0,1,7,"Bahnhofstraße 25, 27324 Eystrup, DE",96445,96501.91,0,Eystrup,14.67,215
WAUKG78E46A840649,52.7793816,9.2133383,12/14/2021 10:16,0,0,10,"Bahnhofstraße, 27324 Eystrup, DE",96445,96502.28,0,Eystrup,14.8,271
WAUKG78E46A840649,52.779695,9.2185783,12/14/2021 10:17,0,1,17,"Bahnhofstraße 32, 27324 Eystrup, DE",96445,96502.69,0,Eystrup,14.82,121
WAUKG78E46A840649,52.7794516,9.2190016,12/14/2021 10:19,0,1,9,"Dodstraße, 27324 Eystrup, DE",96445,96502.82,0,Eystrup,14.76,335
WAUKG78E46A840649,52.77864,9.216035,12/14/2021 10:21,0,1,14,"Zwillingslinde, 27324 Eystrup, DE",96445,96503.07,0,Eystrup,14.76,323
WAUKG78E46A840649,52.778805,9.2151266,12/14/2021 10:23,0,0,7,"Bahnhofstraße 11, 27324 Eystrup, DE",96445,96503.16,0,Eystrup,14.78,86
WAUKG78E46A840649,52.7791083,9.2159083,12/14/2021 10:25,0,0,9,"Bäckerstraße, 27324 Eystrup, DE",96445,96503.47,0,Eystrup,14.76,352
WAUKG78E46A840649,52.7789316,9.2203216,12/14/2021 10:28,0,0,5,"Eversweide, 27324 Eystrup, DE",96445,96503.93,0,Eystrup,14.73,36
WAUKG78E46A840649,52.7791116,9.21955,12/14/2021 10:29,0,0,0,"Zur Zwillingslinde, 27324 Eystrup, DE",96445,96504.18,0,Eystrup,14.7,305
WAUKG78E46A840649,52.7775483,9.2246033,12/14/2021 10:31,0,1,25,"Am Blanken Moor, 27324 Eystrup, DE",96445,96504.66,0,Eystrup,14.76,160
WAUKG78E46A840649,52.7765633,9.22484,12/14/2021 10:33,0,1,22,"Am Blanken Moor, 27324 Eystrup, DE",96445,96504.78,0,Eystrup,14.74,224
WAUKG78E46A840649,52.776485,9.2198383,12/14/2021 10:35,0,1,20,"Am Sandberg, 27324 Eystrup, DE",96445,96505.16,0,Eystrup,14.68,345
WAUKG78E46A840649,52.7768666,9.2200883,12/14/2021 10:37,0,0,5,"Am Sandberg, 27324 Eystrup, DE",96445,96505.23,0,Eystrup,14.81,283
WAUKG78E46A840649,52.7751066,9.22309,12/14/2021 10:39,0,0,0,"Mühlenstraße, 27324 Eystrup, DE",96445,96505.82,0,Eystrup,14.71,325
WAUKG78E46A840649,52.7715733,9.22621,12/14/2021 10:41,0,1,5,"Doenhauser Straße, 27324 Eystrup, DE",96445,96506.45,0,Eystrup,14.7,84
WAUKG78E46A840649,52.7717833,9.2230566,12/14/2021 10:43,0,1,42,"Doenhauser Straße, 27324 Eystrup, DE",96445,96506.74,0,Eystrup,14.77,297
WAUKG78E46A840649,52.771775,9.22197,12/14/2021 10:45,0,0,5,"Feldstraße, 27324 Eystrup, DE",96445,96506.88,0,Eystrup,14.72,278
WAUKG78E46A840649,52.7735366,9.2228483,12/14/2021 10:47,0,0,8,"Cohrsweg, 27324 Eystrup, DE",96445,96507.12,0,Eystrup,14.73,18
WAUKG78E46A840649,52.7718783,9.2220783,12/14/2021 10:49,0,1,20,"Feldstraße, 27324 Eystrup, DE",96445,96507.48,0,Eystrup,14.7,217
WAUKG78E46A840649,52.7729766,9.2176266,12/14/2021 10:53,0,0,13,"Heinrichstraße, 27324 Eystrup, DE",96445,96507.99,0,Eystrup,14.74,104
WAUKG78E46A840649,52.7778883,9.2128683,12/14/2021 10:55,0,1,37,"B 215, 27324 Eystrup, DE",96445,96508.75,0,Eystrup,14.71,348
WAUKG78E46A840649,52.8025883,9.207415,12/14/2021 10:57,0,1,21,"Verdener Straße, 27324 Hassel (Weser), DE",96445,96511.58,0,Hassel (Weser),14.77,325
WAUKG78E46A840649,52.8083233,9.1826566,12/14/2021 10:59,0,1,85,"Hauptstraße, 27324 Hassel (Weser), DE",96445,96513.41,0,Hassel (Weser),14.7,277
WAUKG78E46A840649,52.8067866,9.1679533,12/14/2021 11:00,0,1,86,,96445,96514.42,0,,14.68,252
WAUKG78E46A840649,52.8056883,9.1530366,12/14/2021 11:01,0,1,52,"Hasseler Steinweg 9-12, 27318 Hoya, DE",96445,96515.46,0,Hoya,14.73,279
WAUKG78E46A840649,52.8031633,9.1353783,12/14/2021 11:03,0,1,17,"Weserstraße, 27318 Hoya, DE",96445,96516.75,0,Hoya,14.77,280
WAUKG78E46A840649,52.806405,9.10636,12/14/2021 11:05,0,1,65,"Hauptstraße, 27318 Hoyerhagen, DE",96445,96518.82,0,Hoyerhagen,14.75,278
WAUKG78E46A840649,52.798945,9.0940916,12/14/2021 11:07,0,1,70,"Duddenhausen, 27333 Duddenhausen, Duddenhausen, DE",96445,96520.58,0,Duddenhausen,14.72,173
WAUKG78E46A840649,52.7910716,9.061085,12/14/2021 11:09,0,1,81,"Duddenhausen, 27333 Bücken, Duddenhausen, DE",96445,96523.18,0,Bücken,14.76,302
